id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
2559,165,Mastercard,Debit,5283475217390040.0,08/2010,149,YES,2,24980.0,2008-04-01,2014
2154,1758,Visa,Debit,4631099146168683.0,12/2018,597,YES,1,13725.0,2007-03-01,2014
4686,1758,Visa,Debit,4716755530325962.0,12/2024,821,YES,2,8278.0,2008-09-01,2010
3440,1758,Visa,Debit,4053406246662206.0,09/2020,491,YES,2,13514.0,2009-06-01,2018
2674,1758,Mastercard,Credit,5105518827174579.0,11/2024,883,YES,1,3800.0,2011-04-01,2011
2478,1266,Mastercard,Debit,5192370991764802.0,10/2024,603,YES,2,15119.0,2005-04-01,2011
5484,1115,Mastercard,Credit,5345794459975216.0,11/2007,412,YES,2,6400.0,2007-11-01,2011
2809,1115,Visa,Credit,4897384992083944.0,05/2000,382,YES,1,3500.0,2000-05-01,2007
6138,1115,Visa,Debit,4171955938083789.0,04/2023,251,YES,1,12606.0,2018-12-01,2018
374,1115,Visa,Debit,4906405312400640.0,02/2023,579,YES,1,9921.0,2018-01-01,2018
4225,1115,Visa,Debit (Prepaid),4176098872817204.0,05/2022,661,YES,2,96.0,2007-08-01,2009
1014,1115,Mastercard,Debit,5412244076346677.0,12/2024,594,YES,1,18964.0,2003-02-01,2009
2526,38,Mastercard,Debit,5297260201877616.0,01/2024,580,YES,2,3711.0,2007-04-01,2013
1352,1027,Mastercard,Debit,5735792874705665.0,03/2023,748,NO,1,35279.0,2015-02-01,2015
5543,1027,Visa,Credit,4863498051032543.0,07/2020,593,YES,2,13800.0,2008-11-01,2015
3671,1027,Mastercard,Debit,5489970186857774.0,02/2022,7,YES,2,24215.0,2002-07-01,2007
5503,11,Visa,Credit,4508109473981620.0,09/2024,763,YES,1,19400.0,2007-11-01,2010
2096,11,Visa,Debit (Prepaid),4800041020887836.0,06/2020,59,YES,2,30.0,2005-03-01,2014
243,11,Visa,Debit,4144574679317199.0,03/2024,543,YES,2,17208.0,2010-01-01,2016
18,11,Mastercard,Credit,5919854740342964.0,11/2004,604,YES,2,18300.0,2001-01-01,2011
1336,11,Mastercard,Debit,5208447578218097.0,09/2021,126,YES,1,51012.0,2014-02-01,2014
189,11,Amex,Credit,320736000000000.0,02/2019,686,YES,1,15000.0,2009-01-01,2011
2910,871,Visa,Credit,4325807240930443.0,04/2018,642,YES,1,7600.0,2006-05-01,2009
2081,871,Mastercard,Debit,5672870607977288.0,11/2023,952,YES,2,8052.0,2005-03-01,2012
2082,871,Mastercard,Credit,5025018096886549.0,07/2024,783,YES,1,8600.0,2005-03-01,2007
5336,871,Mastercard,Debit,5125159184089047.0,08/2020,945,YES,2,20128.0,2019-10-01,2019
3831,871,Amex,Credit,339949000000000.0,03/2023,643,YES,1,9000.0,2008-07-01,2013
5645,871,Mastercard,Debit (Prepaid),5967922448022597.0,10/2020,849,YES,2,91.0,2011-11-01,2012
958,746,Amex,Credit,313387000000000.0,12/2024,961,YES,1,6800.0,1996-02-01,2009
3043,746,Mastercard,Debit (Prepaid),5287305063365339.0,07/2011,597,YES,1,93.0,2010-05-01,2010
2319,746,Visa,Credit,4511050153177271.0,01/2016,263,YES,2,9800.0,2013-03-01,2013
3492,746,Visa,Credit,4795565502176661.0,01/2021,731,YES,2,6700.0,2010-06-01,2011
108,1520,Visa,Credit,4515587053760939.0,05/2023,983,YES,1,9800.0,2006-01-01,2015
3329,1520,Visa,Debit,4185031026466058.0,01/2018,48,YES,2,24544.0,2006-06-01,2013
2956,1520,Mastercard,Debit,5835884730427367.0,05/2023,642,YES,1,22639.0,2008-05-01,2010
4033,1520,Discover,Credit,6113979959799077.0,11/2023,899,YES,1,1100.0,2015-07-01,2015
2715,1520,Mastercard,Debit (Prepaid),5139150904667380.0,05/2016,509,YES,1,86.0,2013-04-01,2013
5909,1799,Visa,Debit,4461391532392446.0,02/2020,981,YES,2,47372.0,2007-12-01,2008
3076,1799,Visa,Debit,4260012890373386.0,07/2022,447,NO,2,28127.0,2010-05-01,2010
4595,1799,Mastercard,Debit (Prepaid),5834771837829829.0,03/2010,553,YES,1,28.0,2006-09-01,2006
1782,1799,Visa,Debit,4955481558570019.0,03/2024,397,YES,2,62081.0,2020-02-01,2020
4806,1905,Amex,Credit,303640000000000.0,11/2022,807,YES,1,5800.0,2011-09-01,2011
3902,1905,Visa,Credit,4060113536623876.0,07/2016,408,YES,1,6700.0,2009-07-01,2009
2127,1905,Visa,Credit,4646061658785929.0,02/2015,856,YES,1,6700.0,2006-03-01,2012
5807,1905,Mastercard,Debit,5040622566272530.0,07/2022,87,YES,2,1424.0,2004-12-01,2012
2997,1155,Mastercard,Debit,5677245240966697.0,03/2023,293,NO,1,12091.0,2009-05-01,2009
4596,1155,Mastercard,Debit,5854333169733349.0,11/2006,280,YES,2,11157.0,2006-09-01,2011
5784,1155,Visa,Credit,4986381278679951.0,07/2010,21,YES,2,7100.0,2002-12-01,2012
4319,1155,Mastercard,Debit,5718135133841307.0,01/2012,915,YES,1,7612.0,2010-08-01,2011
1328,1155,Visa,Credit,4973662128767227.0,12/2021,9,YES,2,6100.0,2013-02-01,2013
5941,663,Visa,Debit,4724986483917889.0,07/2023,384,YES,2,27706.0,2008-12-01,2008
2173,663,Mastercard,Debit (Prepaid),5651451840802358.0,04/2009,851,NO,2,45.0,2008-03-01,2009
975,663,Mastercard,Debit,5560330928676135.0,05/2021,732,NO,2,2046.0,2000-02-01,2008
4831,663,Mastercard,Credit,5078189663550754.0,10/2024,929,YES,1,17400.0,2012-09-01,2012
5926,663,Mastercard,Debit,5243545849930026.0,05/2020,648,YES,1,26231.0,2008-12-01,2008
3358,1987,Visa,Credit,4325487328684543.0,02/2009,692,YES,2,18300.0,2007-06-01,2010
3668,1987,Visa,Credit,4759642688252595.0,05/2016,644,YES,2,13900.0,2001-07-01,2014
3209,1484,Mastercard,Credit,5060071689988757.0,08/2022,113,YES,2,17200.0,1999-06-01,2013
5058,1484,Visa,Debit,4248867812400739.0,06/2023,619,YES,2,14217.0,2006-10-01,2012
2527,1484,Mastercard,Debit,5093901939500036.0,03/2024,472,YES,2,39533.0,2007-04-01,2016
4242,1484,Mastercard,Debit,5223300442168271.0,04/2023,262,YES,2,3141.0,2008-08-01,2013
2733,1484,Visa,Credit,4941415000431974.0,11/2022,50,YES,2,12800.0,2014-04-01,2014
4764,1484,Mastercard,Debit,5431173218728279.0,01/2020,187,NO,1,38342.0,2010-09-01,2010
3981,1769,Visa,Debit,4130633556245301.0,03/2021,268,YES,2,20206.0,2011-07-01,2011
375,1769,Visa,Credit,4214195908881404.0,10/2023,598,YES,2,9900.0,2018-01-01,2018
295,1769,Mastercard,Debit (Prepaid),5928394327706854.0,11/2021,853,NO,1,78.0,2012-01-01,2012
5599,1769,Mastercard,Debit,5538135650340797.0,05/2023,623,YES,1,17335.0,2010-11-01,2010
43,1769,Visa,Credit,4088292829841504.0,06/2024,140,YES,1,9700.0,2003-01-01,2020
3882,1975,Mastercard,Debit,5059388151009778.0,05/2023,996,YES,1,18491.0,2009-07-01,2011
4336,1975,Visa,Credit,4822550416239709.0,02/2013,509,YES,1,9800.0,2010-08-01,2014
5957,1975,Mastercard,Credit,5320022308833354.0,12/2021,92,YES,1,0.0,2009-12-01,2010
5600,227,Mastercard,Debit,5943373604505748.0,04/2020,300,YES,2,29973.0,2010-11-01,2010
4886,227,Visa,Debit,4284210826984108.0,02/2020,154,YES,2,25330.0,2015-09-01,2015
2512,227,Visa,Debit,4093850742287208.0,04/2020,286,YES,2,52609.0,2006-04-01,2010
5867,227,Visa,Credit,4329687142518026.0,10/2020,827,YES,1,25200.0,2006-12-01,2016
5750,84,Visa,Debit,4744876175071543.0,11/2022,747,YES,1,11832.0,1996-12-01,2007
2580,84,Visa,Credit,4152829240073093.0,08/2016,446,YES,1,5400.0,2008-04-01,2013
3417,84,Mastercard,Debit,5754695413159461.0,01/2024,939,NO,1,3384.0,2009-06-01,2009
3543,1684,Mastercard,Debit,5287533090911331.0,04/2014,946,YES,1,13756.0,2012-06-01,2012
94,1684,Mastercard,Debit,5761884540845430.0,06/2022,312,YES,1,9263.0,2006-01-01,2010
2723,1684,Mastercard,Debit,5903499521440697.0,12/2024,779,YES,1,16899.0,2014-04-01,2014
3278,1684,Visa,Credit,4814691024249332.0,01/2022,424,YES,1,5700.0,2004-06-01,2012
2140,1684,Mastercard,Debit (Prepaid),5955075527372953.0,05/2021,513,YES,1,46.0,2007-03-01,2012
5646,1508,Mastercard,Debit (Prepaid),5868862947419305.0,08/2022,245,YES,1,95.0,2011-11-01,2011
1108,1508,Mastercard,Credit,5418163465826338.0,06/2023,559,YES,2,10700.0,2007-02-01,2015
3508,1508,Amex,Credit,377303000000000.0,02/2024,524,YES,1,8700.0,2011-06-01,2011
3279,1508,Visa,Debit,4609477454357089.0,01/2022,347,YES,2,12150.0,2004-06-01,2008
3946,1427,Visa,Debit,4525977155603081.0,06/2020,662,YES,2,45377.0,2010-07-01,2011
5624,724,Visa,Credit,4015255845214445.0,07/2022,244,YES,2,7000.0,2010-11-01,2011
2656,724,Visa,Credit,4998601196255206.0,07/2020,12,YES,3,7100.0,2010-04-01,2010
2876,724,Mastercard,Debit,5832356224925490.0,06/2024,245,YES,2,16476.0,2005-05-01,2008
5868,724,Visa,Credit,4984837369742443.0,10/2009,257,NO,2,7200.0,2006-12-01,2011
5996,543,Mastercard,Credit,5929898393818083.0,10/2017,671,YES,1,11800.0,2010-12-01,2011
4320,543,Mastercard,Debit,5284022658441928.0,12/2018,405,YES,2,6832.0,2010-08-01,2015
4708,543,Mastercard,Debit,5534901273086337.0,12/2023,387,YES,2,6222.0,2009-09-01,2009
2920,1559,Amex,Credit,369192000000000.0,03/2024,251,YES,1,13300.0,2007-05-01,2015
5797,1559,Visa,Debit,4862436349200537.0,08/2023,49,YES,2,2942.0,2003-12-01,2014
3301,1559,Visa,Debit,4714754243202455.0,12/2022,297,YES,2,33539.0,2005-06-01,2018
763,1397,Visa,Debit (Prepaid),4356768889068512.0,11/2024,204,YES,1,40.0,2020-01-01,2020
2957,1397,Mastercard,Debit,5728788703554068.0,05/2023,492,YES,2,29340.0,2008-05-01,2010
3627,1397,Amex,Credit,339750000000000.0,06/2020,70,YES,2,13600.0,2018-06-01,2018
3044,1397,Mastercard,Credit,5717397423380285.0,09/2022,862,YES,2,7700.0,2010-05-01,2010
20,1728,Visa,Credit,4665365862082531.0,06/2021,412,YES,1,3800.0,2001-01-01,2003
3493,1728,Visa,Credit,4209145697099683.0,10/2022,498,YES,2,10900.0,2010-06-01,2013
153,1728,Mastercard,Debit,5042804591987313.0,03/2023,431,YES,2,1930.0,2008-01-01,2015
4422,1728,Discover,Credit,6203739864158389.0,03/2024,288,YES,2,13900.0,2014-08-01,2014
223,299,Mastercard,Debit,5541834458092370.0,03/2024,143,YES,1,5575.0,2010-01-01,2010
2756,299,Amex,Credit,339124000000000.0,05/2023,369,NO,2,8300.0,2016-04-01,2016
208,299,Visa,Debit,4282874431983773.0,05/2020,127,YES,1,13009.0,2009-01-01,2009
468,299,Mastercard,Debit,5692291424544263.0,12/2024,696,YES,2,12029.0,2020-01-01,2020
764,299,Visa,Credit,4149119638454529.0,08/2022,294,YES,1,6100.0,2020-01-01,2020
4414,1742,Visa,Debit,4155430243935975.0,10/2022,653,YES,1,24123.0,2013-08-01,2013
1155,1742,Visa,Credit,4768983039467326.0,03/2015,74,YES,1,14700.0,2008-02-01,2010
5869,1742,Visa,Debit (Prepaid),4792307130049695.0,02/2020,221,YES,2,12.0,2006-12-01,2013
4559,1742,Visa,Debit,4365366370182160.0,07/2020,290,YES,1,11737.0,2004-09-01,2009
3742,301,Visa,Credit,4180974548713374.0,05/2023,975,YES,1,21000.0,2005-07-01,2009
4915,906,Visa,Debit,4301090834057529.0,12/2017,718,YES,1,26850.0,2017-09-01,2017
1190,906,Visa,Credit,4173086816288788.0,09/2024,817,YES,2,10400.0,2009-02-01,2010
5095,906,Visa,Credit,4917647337454706.0,07/2008,328,YES,2,8000.0,2007-10-01,2011
2409,906,Visa,Credit,4457557218642444.0,01/2020,701,YES,2,13000.0,2000-04-01,2010
3760,906,Mastercard,Debit,5561065562359955.0,03/2020,147,YES,1,5840.0,2006-07-01,2009
2174,906,Mastercard,Debit (Prepaid),5459775781589173.0,02/2012,293,YES,2,68.0,2008-03-01,2012
4756,110,Amex,Credit,332229000000000.0,10/2022,702,YES,1,16000.0,2010-09-01,2016
3240,110,Visa,Debit,4359508857343088.0,03/2008,274,NO,1,32223.0,2002-06-01,2005
5189,110,Mastercard,Debit,5386335706439778.0,01/2022,713,YES,2,13323.0,2010-10-01,2010
4103,110,Visa,Debit,4157348591484750.0,07/2021,945,YES,2,576.0,2001-08-01,2011
2547,1073,Visa,Debit,4614417915507952.0,09/2024,808,YES,1,25977.0,2007-04-01,2009
4436,1073,Visa,Debit (Prepaid),4791246805564219.0,03/2016,126,YES,1,84.0,2014-08-01,2014
4597,705,Mastercard,Debit (Prepaid),5619919350397758.0,10/2021,786,YES,2,23.0,2006-09-01,2010
5359,705,Visa,Credit,4560018445952481.0,09/2023,454,NO,2,5200.0,1999-11-01,2009
3311,820,Mastercard,Debit (Prepaid),5416807432483550.0,08/2013,557,YES,2,66.0,2006-06-01,2010
5040,820,Amex,Credit,304316000000000.0,06/2024,649,YES,1,1200.0,2006-10-01,2009
127,820,Mastercard,Debit,5738964942904646.0,11/2020,730,YES,1,20759.0,2007-01-01,2009
3224,820,Mastercard,Credit,5880489541836648.0,06/2024,558,YES,1,15100.0,2001-06-01,2010
469,820,Mastercard,Credit,5634478684634263.0,10/2021,490,YES,1,11100.0,2020-01-01,2020
4548,1128,Mastercard,Debit,5493545357380440.0,08/2024,774,YES,2,15110.0,2004-09-01,2009
4765,1128,Mastercard,Credit,5598634791848895.0,04/2023,830,YES,2,10600.0,2010-09-01,2014
4583,1128,Visa,Credit,4923375841500665.0,01/2020,785,YES,2,8600.0,2005-09-01,2011
4316,1128,Amex,Credit,362085000000000.0,09/2020,71,YES,2,8400.0,2010-08-01,2012
3144,1128,Mastercard,Credit,5389873336522258.0,10/2022,754,YES,2,11100.0,2014-05-01,2014
1139,1479,Mastercard,Credit,5676305121855735.0,11/2021,58,YES,1,2800.0,2008-02-01,2010
6128,1594,Visa,Credit,4434801834503292.0,09/2019,633,YES,2,5700.0,2016-12-01,2016
3241,1594,Visa,Debit,4590995550885290.0,08/2011,564,YES,1,12252.0,2002-06-01,2010
3565,1594,Mastercard,Debit,5384502220541945.0,12/2023,809,YES,1,22420.0,2013-06-01,2013
5029,1485,Visa,Debit,4072548875903186.0,09/2018,874,YES,2,3715.0,2005-10-01,2009
4298,1485,Visa,Debit (Prepaid),4158689268615889.0,06/2021,782,YES,1,67.0,2009-08-01,2011
3819,1485,Visa,Debit,4649045635719491.0,11/2020,362,YES,2,26460.0,2007-07-01,2017
4736,1485,Visa,Debit,4998107869531292.0,11/2023,358,YES,1,12783.0,2009-09-01,2015
2657,644,Visa,Credit,4403164286544036.0,04/2022,303,YES,2,7700.0,2010-04-01,2010
3544,1584,Mastercard,Debit,5824919835337530.0,10/2021,975,YES,1,14539.0,2012-06-01,2012
6038,1584,Mastercard,Debit,5794394537016243.0,03/2020,830,YES,2,21723.0,2011-12-01,2011
4922,650,Mastercard,Debit,5666352544496073.0,04/2022,14,YES,1,12139.0,2019-09-01,2019
3669,650,Visa,Debit,4585463820960900.0,07/2021,441,YES,1,10130.0,2001-07-01,2011
3717,650,Visa,Credit,4452171890920161.0,08/2023,43,YES,1,7300.0,2004-07-01,2010
5580,650,Visa,Debit (Prepaid),4619393222123922.0,01/2012,728,NO,1,57.0,2009-11-01,2016
3494,650,Visa,Credit,4534523963991464.0,11/2022,855,YES,1,3800.0,2010-06-01,2011
3837,650,Mastercard,Debit (Prepaid),5046657636238622.0,03/2021,209,YES,2,121.0,2008-07-01,2008
1080,762,Mastercard,Debit,5899151162296319.0,11/2020,920,YES,1,13569.0,2006-02-01,2007
5356,1931,Mastercard,Debit,5337752472537047.0,12/1999,627,NO,1,9550.0,1999-11-01,2018
3530,1931,Visa,Credit,4333340134035074.0,03/2024,27,YES,1,17300.0,2011-06-01,2011
4199,702,Mastercard,Credit,5981505152751126.0,02/2021,991,YES,2,15000.0,2007-08-01,2007
3863,702,Visa,Debit (Prepaid),4928847177984551.0,04/2023,730,YES,2,106.0,2008-07-01,2008
2258,702,Visa,Credit,4071413558241551.0,04/2021,58,YES,1,20100.0,2010-03-01,2017
4096,702,Visa,Debit (Prepaid),4588839670339566.0,12/2022,44,YES,2,50.0,2000-08-01,2008
2175,918,Mastercard,Debit,5511261715732877.0,02/2015,356,YES,1,10843.0,2008-03-01,2009
2734,918,Visa,Debit,4442346065712693.0,08/2023,225,YES,2,12057.0,2014-04-01,2014
3202,1137,Mastercard,Credit,5018280111106134.0,03/2022,425,YES,2,11100.0,2019-05-01,2019
3718,1137,Visa,Debit,4277949954820732.0,06/2012,902,YES,1,13969.0,2004-07-01,2008
3688,1137,Mastercard,Credit,5327096819732640.0,04/2023,715,YES,1,7600.0,2003-07-01,2017
2743,1406,Mastercard,Debit,5597563473232224.0,04/2020,348,YES,1,9431.0,2015-04-01,2015
3883,1406,Mastercard,Credit,5933548652460822.0,04/2022,92,YES,1,6100.0,2009-07-01,2012
5186,437,Discover,Credit,6661610009330324.0,09/2014,5,YES,1,17400.0,2010-10-01,2013
5454,437,Mastercard,Debit,5073319862133386.0,01/2024,52,YES,1,35500.0,2006-11-01,2011
3271,437,Mastercard,Debit,5745854957552328.0,08/2023,938,YES,2,27687.0,2004-06-01,2007
3566,891,Mastercard,Debit,5128543726124447.0,12/2018,303,YES,1,11037.0,2013-06-01,2013
2141,891,Mastercard,Debit,5713930994921001.0,10/2023,41,YES,1,16986.0,2007-03-01,2010
5096,891,Visa,Credit,4796074118728753.0,03/2011,978,YES,1,8800.0,2007-10-01,2014
4321,891,Mastercard,Debit,5895478812166500.0,01/2024,598,YES,2,8212.0,2010-08-01,2011
4649,891,Visa,Debit,4750471235873274.0,09/2023,924,YES,2,24270.0,2007-09-01,2008
2042,1147,Mastercard,Debit,5065968170690023.0,10/2021,724,NO,2,18050.0,2003-03-01,2010
3924,1147,Discover,Credit,6275110784130495.0,09/2022,286,YES,2,21800.0,2010-07-01,2011
2557,1664,Amex,Credit,318803000000000.0,05/2009,526,YES,2,19600.0,2008-04-01,2011
2273,1664,Discover,Credit,6611325354970095.0,12/2019,708,NO,2,21900.0,2011-03-01,2011
5544,1664,Visa,Credit,4404395202932242.0,12/2008,547,YES,2,21400.0,2008-11-01,2011
5147,1664,Mastercard,Debit,5166389194621461.0,02/2024,231,NO,2,34572.0,2009-10-01,2015
154,1009,Mastercard,Credit,5166184234444186.0,02/2020,459,YES,1,8500.0,2008-01-01,2009
4709,1009,Mastercard,Debit,5124862044427461.0,08/2021,457,YES,2,19928.0,2009-09-01,2011
5601,1009,Mastercard,Debit,5103189398605024.0,01/2023,278,YES,1,9902.0,2010-11-01,2012
1008,1341,Visa,Credit,4700163491012710.0,04/2021,598,YES,1,11000.0,2002-02-01,2015
4766,1341,Mastercard,Credit,5742718738269550.0,08/2023,363,YES,1,6300.0,2010-09-01,2010
4394,1341,Visa,Debit,4454576588239754.0,12/2022,519,YES,1,22474.0,2012-08-01,2012
4098,1341,Mastercard,Debit,5676742282559057.0,08/2024,195,YES,1,24926.0,2001-08-01,2011
5074,563,Mastercard,Debit,5493054218474584.0,01/2021,938,YES,1,23231.0,2007-10-01,2011
2097,563,Visa,Debit,4483872607052928.0,03/2009,224,YES,2,17323.0,2005-03-01,2011
1060,563,Visa,Credit,4539282352879535.0,07/2021,719,YES,2,11800.0,2005-02-01,2018
4054,563,Mastercard,Credit,5261546733039060.0,06/2022,897,YES,2,6100.0,2017-07-01,2017
2760,563,Mastercard,Debit,5607545663588371.0,06/2022,320,YES,1,18241.0,2016-04-01,2016
2864,563,Visa,Debit (Prepaid),4615078938268870.0,11/2007,149,NO,2,100.0,2004-05-01,2010
2581,1700,Visa,Credit,4012401097853240.0,03/2022,931,YES,3,4600.0,2008-04-01,2010
474,963,Mastercard,Debit,5144733341253778.0,05/2023,686,YES,1,21106.0,2020-01-01,2020
1500,963,Mastercard,Debit,5407128452594549.0,02/2020,444,YES,1,16417.0,2020-02-01,2020
1353,963,Mastercard,Credit,5011729300918944.0,10/2020,29,YES,1,6500.0,2015-02-01,2015
2297,1586,Mastercard,Credit,5991530949395987.0,07/2015,711,YES,1,5700.0,2012-03-01,2012
6051,1586,Visa,Credit,4442371694432270.0,11/2022,200,YES,1,11800.0,2011-12-01,2011
1122,1586,Visa,Credit,4635588567901594.0,05/2022,313,YES,2,20700.0,2007-02-01,2007
1365,1586,Mastercard,Debit,5891506977538040.0,02/2021,906,YES,2,17587.0,2016-02-01,2016
5168,1286,Visa,Debit,4820798124390414.0,01/2021,40,YES,2,24651.0,2009-10-01,2015
5798,1286,Visa,Debit,4855497833896747.0,02/2020,610,YES,2,27727.0,2003-12-01,2009
5518,719,Mastercard,Debit,5866359917107313.0,12/2023,102,YES,1,21727.0,2008-11-01,2008
6021,719,Visa,Credit,4682446350562811.0,08/2023,554,YES,1,13900.0,2010-12-01,2010
4075,719,Mastercard,Credit,5206052634840458.0,05/2022,923,YES,2,10300.0,2019-07-01,2019
2298,1723,Mastercard,Debit (Prepaid),5000674775470352.0,10/2016,358,YES,2,74.0,2012-03-01,2012
4099,1723,Mastercard,Debit,5261707910736288.0,05/2020,104,YES,1,13168.0,2001-08-01,2007
2479,1723,Mastercard,Debit,5197717468385411.0,07/2006,928,YES,1,12431.0,2005-04-01,2007
5097,470,Visa,Credit,4050701553546410.0,07/2020,644,YES,1,5800.0,2007-10-01,2013
2896,470,Mastercard,Debit,5569531561859094.0,01/2013,29,YES,2,2704.0,2006-05-01,2013
3733,470,Mastercard,Debit,5926369913315413.0,04/2021,982,NO,1,7581.0,2005-07-01,2014
1503,229,Mastercard,Credit,5613179179990520.0,04/2021,874,YES,2,7900.0,2020-02-01,2020
2683,229,Visa,Debit,4909457460257161.0,03/2020,892,NO,1,20827.0,2011-04-01,2011
1504,229,Mastercard,Debit (Prepaid),5458802986531944.0,02/2020,895,NO,1,74.0,2020-02-01,2020
1796,229,Visa,Debit,4492510144355977.0,02/2020,858,YES,1,52585.0,2020-02-01,2020
5942,229,Visa,Credit,4704292963714441.0,06/2023,871,NO,1,16700.0,2008-12-01,2009
4139,1512,Visa,Debit,4194162404761832.0,12/2023,523,YES,2,32030.0,2004-08-01,2009
4923,1512,Mastercard,Debit (Prepaid),5040698021601971.0,11/2020,796,YES,2,64.0,2019-09-01,2019
95,1512,Mastercard,Debit (Prepaid),5314994607311012.0,06/2014,406,YES,1,78.0,2006-01-01,2011
2582,1512,Visa,Credit,4865864021142944.0,11/2022,615,YES,1,18500.0,2008-04-01,2012
5049,1512,Mastercard,Debit,5008189212339000.0,09/2019,644,YES,2,26357.0,2006-10-01,2013
5190,1512,Mastercard,Debit,5568328410834839.0,12/2020,811,YES,1,28864.0,2010-10-01,2013
976,1512,Mastercard,Debit,5948987936502889.0,07/2020,368,NO,2,19651.0,2000-02-01,2013
3689,1512,Mastercard,Debit,5402510129676487.0,10/2021,514,NO,2,52179.0,2003-07-01,2010
4425,1543,Mastercard,Debit,5125741393893480.0,08/2022,13,YES,2,47709.0,2014-08-01,2014
4687,1543,Visa,Debit,4134342241718161.0,03/2016,354,YES,2,54128.0,2008-09-01,2011
4473,1543,Visa,Debit,4559874462694124.0,08/2024,810,YES,2,39389.0,2018-08-01,2018
3864,1543,Visa,Credit,4900671019998767.0,02/2020,304,YES,1,29800.0,2008-07-01,2011
424,147,Discover,Credit,6837183865208677.0,01/2020,482,YES,1,19100.0,2020-01-01,2020
3013,147,Visa,Debit,4633730568874380.0,07/2009,565,NO,2,2819.0,2009-05-01,2009
772,147,Visa,Credit,4341971374222434.0,01/2020,255,YES,1,12100.0,2020-01-01,2020
2634,147,Mastercard,Credit,5890900416850846.0,08/2021,152,YES,1,18000.0,2010-04-01,2010
1109,1941,Mastercard,Credit,5931316682508140.0,11/2019,164,YES,2,8700.0,2007-02-01,2007
2940,1941,Visa,Debit (Prepaid),4704135426810723.0,02/2020,251,YES,2,30.0,2007-05-01,2008
2030,1941,Mastercard,Debit,5183385831950704.0,08/2013,886,YES,2,22248.0,2002-03-01,2015
2031,901,Mastercard,Debit (Prepaid),5050054589241384.0,09/2007,783,YES,1,69.0,2002-03-01,2012
3729,901,Discover,Credit,6630783814792741.0,08/2024,24,YES,1,9600.0,2005-07-01,2012
4152,901,Mastercard,Debit,5956465531203720.0,02/2022,270,YES,2,4319.0,2005-08-01,2011
4490,171,Mastercard,Debit (Prepaid),5648056200144957.0,12/2024,793,YES,2,46.0,1996-09-01,2007
3704,171,Visa,Debit,4992498548379230.0,10/2015,867,YES,2,13116.0,2003-07-01,2012
1239,171,Visa,Debit,4548390986370918.0,10/2021,555,YES,2,21022.0,2010-02-01,2011
2911,1314,Visa,Credit,4459121196885642.0,08/2010,455,YES,2,10100.0,2006-05-01,2010
1081,1314,Mastercard,Debit,5287025690873732.0,09/2012,649,YES,2,15714.0,2006-02-01,2006
